source,source_id,title,address,place,map_x,map_y,image_url,start_date,end_date,usage_time,tel,description,homepage,sigungu_code
busan_festival,1961,2024 용두산 썸머 비치,부산 중구 용두산길 37-30,용두산공원,129.03246,35.10096,https://www.visitbusan.net/uploadImgs/files/cntnts/20240801113323229_ttiel,,,,,"2024 용두산 썸머 비치
 - 행사기간 : 2024. 7. 27.(토) ~ 9. 21.(토), 매주 토요일 16:00 ~ 20:00
 - 행사장소 : 용두산미디어파크 부산타워 앞
 - 프로그램 : 포토존, 식음료 부스, 공연, 하늘그네 체험",,15
busan_festival,2368,2026 원아시아페스티벌(BOF),,부산원아시아페스티벌,129.13625,35.169167,https://www.visitbusan.net/uploadImgs/files/cntnts/20250430144313591_ttiel,,,,,"2026 BOF with NOL은 10주년을 맞아 ‘BEYOND 10 : THE NEXT WAVE’를 콘셉트로 새로운 흐름을 제시하는 K-Culture 페스티벌이다.
본 행사는 6월 27일(토)부터 6월 28일(일)까지 양일간 개최되는 행사이다. K-POP 콘서트를 비롯해 전시·체험·푸드·마켓 등 다양한 부대프로그램과 BIG TALK, 파크 콘서트 등 다채로운 프로그램이 진행되는 축제이다. 전 세계 팬들이 함께 참여하고 즐길 수 있는 글로벌 K-Culture 페스티벌이다.
특히 BIG 콘서트는 단순한 K-POP 공연 관람을 넘어 다양한 음악 장르를 함께 경험할 수 있도록 기획된 공연 프로그램이다. K-POP을 비롯해 힙합, 록 등 여러 장르의 아티스트들이 참여하는 콘서트이다. BOF만의 차별화된 공연 경험을 제공하고 부산에서의 특별한 추억을 관람객들과 함께 나누기 위해 마련된 프로그램이다.
<p class=""font-size28 colorDarkBlue medium"">■ Big CONCERT</p>

- 일시: 2026. 6. 27.(토) ~ 6. 28.(일) 13:00 ~ 21:00
- 장소: 부산아시아드주경기장
- 요금: 유료
- 라인업: 6/28(일) RIIZE 
※ BOF 2026의 티켓은 4월 중 NOL l NOL ticket에서 판매
※ 세부 프로그램 및 출연 아티스트는 추후 순차 공개 예정
<p class=""font-size28 colorDarkBlue medium"">■ PARK CONCERT</p>
- 일시: 2026. 6. 20.(토) 18:00
- 장소: 화명생태공원 축구장 A·B
- 요금: 무료
- 라인업: 5월 중 오픈 예정",https://www.bof.or.kr/,16
busan_festival,2730,김해공항 Welcome to Busan 환대 행사,부산광역시 강서구 공항진입로 108,김해공항 국제선 1층 도착장 GATE 1 앞,128.94685,35.172325,https://www.visitbusan.net/uploadImgs/files/cntnts/20260601150158169_ttiel,,,,,"○ 행 사 명 : 김해공항 “Welcome to Busan” 환대 행사
 ○ 행사기간 : 6.8.(월) ~ 6.14.(일) 08:00~14:00 
 ○ 행사장소 : 김해공항 국제선 1층 도착장 GATE 1 앞
 ○ 행사개요 : 외국인 관광객 참여 행운뽑기 이벤트, 환영 포토존 운영, 관광홍보리플릿 비치
 ○ 행사내용 
   - 6월 부산은 BTS와 함께 도시 전체가 축제의 장으로 변신합니다.
   - 부산은 김해공항에 부산 도착 순간부터 ‘도시 전체가 나를 반겨주는 느낌’을 받을 수 있도록 환대행사를 준비 했습니다.
   - 친구들과 함께 부산 관광 포토존 앞에서 한 장의 추억을 남기고
     부산이 선물하는 자그마한 행운이 한 가득 들어있는 한국 전통 복주머니 뽑기까지 
     놓치지 말고 꼭 즐겨보세요~!
   - 여행의 설렘을 공항부터 도심까지 이어가 부산 관광의 매력을 즐기길 바랍니다.",,1
busan_festival,1698,"나이트레이스 인 부산(한, 영, 중간, 중번, 일)",부산광역시 수영구 남천동,광안대교,129.11887,35.136974,https://www.visitbusan.net/uploadImgs/files/cntnts/20230908145725673_ttiel,,,,051-850-9347,"광안대교 See & Run! 한여름 밤의 열정을 불태울 수 있는 부산 마라톤 행사, ‘나이트레이스 인 부산'
매년 성황리에 티켓 구매 마감이 될 만큼 인기가 많습니다.

‘나이트레이스 인 부산’의 코스는 광안리 해수욕장에서 출발해 벡스코 앞 도로까지 총 7.27km 거리로 구성되어 있는데요.
특히 2km 구간부터는 반짝반짝 빛나는 광안대교를 배경으로 뛸 수 있어, 많은 러너들의 사랑을 받고 있습니다.
바라보기만 했던 부산의 랜드마크 중 하나인 광안대교를 직접 달려보는 경험을 하고 싶다면,
소중한 이들과 색다른 추억을 쌓고 싶다면
'나이트레이스'하세요!
함께여서 더 빛나는 한여름 밤 꿈결 같은 시간이 매년 여러분을 기다립니다!",http://www.nightracebusan.co.kr/,12
busan_festival,497,"대저토마토축제(한, 영, 중간, 중번, 일)",부산광역시 강서구 체육공원로 43(강서체육공원),강서체육공원,128.97174,35.20922,https://www.visitbusan.net/uploadImgs/files/cntnts/20200102115239175_ttiel,,,,051-972-8534,"3월이 되면 화려한 개막식과 함께 대저토마토축제가 찾아온다. 몸에 좋고 맛도 좋은 대저토마토를 맘껏 즐길 수 있는 축제다.
대저토마토를 이용한 다양한 음식 전시는 물론 무료시식 행사도 진행한다. 축제장을 찾은 사람들은 짭짤이토마토를 맛보기 위해 기꺼이 줄을 선다.
대저토마토 직판장 역시 축제 인기 부스다. 저렴한 가격에 명품토마토를 사수하기 위한 경쟁이 만만치 않다.",https://www.bsgangseo.go.kr/visit/contents.do?mId=0305000000,1
busan_festival,1705,"별바다부산 나이트페스타(한)//영,중간,중번,일","부산광역시 중구, 북구, 사하구, 해운대구 일대","해운대리버크루즈, 영화의전당, 유라리광장, 다대포해수욕장, 화명생태공원, 금빛노을브릿지",128.96556,35.048126,https://www.visitbusan.net/uploadImgs/files/cntnts/20240819181215659_ttiel,,,,,"<p class=""font-size20 colorDarkBlue medium"" >[2025 별바다부산 나이트페스타]</p>
2025년 7월 ~ 10월

부산이 야간관광 특화도시라는 거, 알고 계셨나요?
보기만 해도 시원해지는 낮의 바다만큼, 별빛이 쏟아지는 밤바다도 얼마나 아름다운지! 
부산의 아름다운 밤을 더욱 빛나게 해줄, 다양한 프로그램으로 가득 채운 '별바다 나이트페스타'가 시작됩니다!

별빛과 바다가 어우러진 밤의 축제 별바다 부산 나이트페스타가 당신을 특별한 밤의 여정으로 초대합니다.

<p class=""font-size20 colorDarkBlue medium"" >[별바다부산 2025 나이트페스타 Program 소개]</p>

<p class=""font-size20 colorDarkBlue medium"" >1) 별바다부산 리버 디너 크루즈</p> 달빛 디너 박스를 즐기며 오후부터 야간까지 운영되는 특별한 요트투어
- 5월 17일 ~ 12월 31일 (매주 금, 토,일)
- 해운대리버크루즈

<p class=""font-size20 colorDarkBlue medium"" >2) 부산 원도심 나이트 미션 투어 </p>원도심 중심의 도보 나이트 미션 투어
- 특별투어: 7월 19일, 26일
- 정규투어: 7월 4, 11, 25일
- 근현대역사관

<p class=""font-size20 colorDarkBlue medium"" >3) 부산근현대역사관 나이트 키즈 투어</p> 근현대역사관 별관 내 독립형 키즈 대상 역사 미션 투어
- 8월 5일, 6일, 7일, 8일, 9일, 10일
- 근현대역사관 별관

<p class=""font-size20 colorDarkBlue medium"" >4) 사이언스 앤 매직 키즈 밤놀이터</p> 과학과 마법이 어우러진 특별한 체험, 온 가족이 함께하는 감동의 순간!
더욱 풍성해진 이벤트와 즐거움이 가득한 키즈밤놀이터
- 8월 14일 ~ 16일
- 국립부산과학관

<p class=""font-size20 colorDarkBlue medium"" >5) 별바다부산 나이트 뮤직 캠크닉 앤 트래블쇼</p> 감성가득한 야간 피크닉과 특별 공연, 부울경 지역 유망 관광기업까지 한자리에서!
놓칠 수 없는 색다른 경험을 지금 만나보세요.
- 9월 5일 ~ 7일, 12 ~14일
- 다대포해변공원

<p class=""font-size20 colorDarkBlue medium"" >6) 별바다부산 로즈나잇요가</p> 반짝이는 로즈 조명 아래, 로맨틱한 분위기 속에서 진행되는 나이트 웰니스 요가 프로그램으로
일상에 쉼과 힐링을 더해보세요.
- 9월 19일, 20일 (일 2회 진행)
- 광안리해수욕장(19일) / APEC 나루공원(20일)

<p class=""font-size20 colorDarkBlue medium"" >7) 별바다부산 나이트마켓</p> 부산 전통주 팝업부터 감성 플리마켓, 트렌디한 푸드트럭까지!
구포나루축제와 함께하는 다채로운 나이트 마켓
- 1주차: 9월 18일 ~ 21일 / 2주차: 9월 25일 ~ 28일 / 3주차: 10월 2일 ~ 5일 / 4주차: 10월 9일 ~ 12일 / 5주차: 10월 16일 ~ 19일
- 화명생태공원내 연꽃단지

<p class=""font-size20 colorDarkBlue medium"" >8) 용두산공원 나이트 팝업</p> 용두산공원에서 밤을 물들이는 브랜드 팝업과 플리마켓,
그리고 놓칠 수 없는 체험 프로그램까지 한 번에 즐기세요.
- 9월 18일 ~ 28일 (11일) / 10월 1일 ~ 12일 (12일) / 10월 15일 ~ 26일 (12일)
- 용두산공원

<p class=""font-size20 colorDarkBlue medium"" >9) 캔들라이트 부산 콘서트</p> 모두의 마음을 밝히는 밤, 전세대가 함께하는 캔들라이트
오리지널 부산 콘서트
- 10월 3일
- 부산시민공원 잔디광장",https://www.instagram.com/starry_night_busan.kr/,10
busan_festival,470,"부산국제록페스티벌(한,영, 중간,중번,일)",부산광역시 사상구 삼락동 29-46 삼락생태공원,부산국제록페스티벌,128.97238,35.168747,https://www.visitbusan.net/uploadImgs/files/cntnts/20230913151940386_ttiel,,,,051-713-5000,"무더위에 지친 일상을 잠시 뒤로하고 선선한 날씨가 다가오는 부산의 가을, 한산하고 드넓은 삼락생태공원에 하나 둘 사람들이 모여들기 시작한다. 어느새 공원 한쪽에 마련된 웅장한 무대 앞은 구름같이 몰려든 관객들로 들썩인다. 이윽고 온몸을 울리는 비트와 강렬한 사운드, 가슴 속을 뻥 뚫리게 만드는 보컬의 시원한 노랫소리가 넓디넓은 공원을 후끈 달아오르게 한다. 밴드가 연주하는 리듬에 하나 된 사람들이 발을 맞춰 뛰는 소리가 또 하나의 악기가 돼 분위기는 절정을 향해 간다. 음악으로 온몸을 적시는 부산국제록페스티벌의 한 장면이다.


2000년 시작된 부산국제록페스티벌은 우리나라에서 가장 오래된 록 음악축제로 자리 잡았다. 축제 기간 중에는 부산을 비롯한 전국의 인디밴드들과 국내외 최정상 밴드들이 대거 참여한다. 그렇다 보니 국내외 록 마니아들이 1년 내내 이 축제를 기다릴 정도다. 넓고 푸른 잔디가 펼쳐진 삼락생태공원 페스티벌 장으로 들어서면 흥에 겨운 이틀 간의 음악 여행이 시작된다.
빼곡한 사람들 사이 높이 솟아있는 깃발을 중심으로 서로 몸을 부딪치며 흥을 발산하는 사람들이 보인다. 최애 뮤지션에 대한 팬들의 애정 표현조차 록스럽다고 해야 할까. 부산국제록페스티벌에서만 느낄 수 있는 엄청난 에너지 속에서 지루한 일상은 어느새 머릿속에서 완전히 사라진다.
하지만 본격 페스티벌의 시작은 아직 이르다. 제대로 된 축제를 즐기기 위해선 일단 배를 채워야 하는 게 순서. 길게 늘어선 음식 부스 안에는 시각과 후각을 동시에 자극하는 먹음직스러운 요리가 손님을 기다리고 있다. 거기에 시원한 갈증을 풀어 줄 맥주 한잔 곁들이면 페스티벌과 더 없이 좋은 궁합이 된다.
다음으로 할 일은 잔디밭에 돗자리를 깔아 나만의 VIP석을 만드는 일이다. 여기까지 일이 마무리 됐다면 이제 음악 속에 빠져들 준비가 모두 끝난 셈이다. 감미로운 선율의 록발라드가 나오는 순서에는 여유롭게 잔디밭에 누워 공연을 즐기고, 피를 끓게 만드는 에너지 넘치는 밴드가 나오면 자리를 박차고 나가 사람들과 함께 방방 뛰며 온 몸 가득 뜨거운 에너지를 발산하면 된다. 
어둠이 찾아오자 페스티벌은 하이라이트를 향해 달려간다. 화려한 조명과 폭죽이 음악과 버무려져 환상적인 장면을 연출한다. 무대 앞 공간까지 빼곡히 채운 사람들이 흔드는 손이 마치 일렁이는 파도처럼 보인다. 그리고 터지는 함성과 ‘떼창.’ 이렇게 뮤지션과 관객들이 함께 만들어가는 축제는 밤이 깊어가도 끝날 줄 모른다.",https://busanrockfestival.com/,9
busan_festival,1807,부산국제마케팅광고제(한),"부산광역시 해운대구 달맞이길 30 (중동, 엘시티)",부산국제마케팅광고제,129.13634,35.1691,https://www.visitbusan.net/uploadImgs/files/cntnts/20240416114016931_ttiel,,,,051-623-5539,"아시아 최대 규모의 마케팅·광고·디지털 콘텐츠 관련 국제 행사인 2025 부산국제마케팅광고제(MAD STARS 2025)가 AI-vertising, AI 광고 마케팅 시대를 주제로, 오는 8월 부산 해운대 일원에서 개최됩니다.


부산국제마케팅광고제는 올해로 18회를 맞는 아시아 최대 규모의 글로벌 광고제입니다. 매년 70여 개국에서 수천 편의 작품이 출품된다. 올해에는 시그니엘 부산과 해운대 일대에서 'AI-vertising, AI 광고 마케팅 시대'를 주제로 개최된다. 심사는 마케팅, 광고, 디지털, 미디어, PR 등 다양한 분야의 전문가 340여 명으로 구성된 심사위원단이 맡는다. 예선과 세 차례의 본선 심사를 통해 최종 수상작이 결정된다.
활기찬 여름의 에너지와 푸른 바다의 아름다움이 어우러지는 부산에서 전 세계의 크리에이티브 솔루션을 만나보세요!",https://www.madstars.org,16
busan_festival,1897,부산국제어린이청소년영화제,부산광역시 해운대구 수영강변대로 120 (영화의전당),영화의 전당,129.12706,35.171078,https://www.visitbusan.net/uploadImgs/files/cntnts/20240625105125182_ttiel,,,,051-743-7652,"“달라도 좋아!” “WE ARE ALL UNIQUE!”
부산국제어린이청소년영화제는 어린이 청소년이 주인이 되는 아시아 최대 YOUNG FILM FESTIVAL로, 전세계 어린이청소년영화제 간 네트워크 구심점 역할을 하고 있습니다.
영화는 단순히 경험에 그치는 것이 아니라는 믿음 아래 영화를 매개로 한 체험 및 교육 활동을 연구 개발하며 ‘유네스코 영화 창의도시 부산’의 이미지를 제고하는 역할도 이어나가고 있습니다.

관객과의 대화(GV), BIKY 포럼 등 영화를 사랑하는 관객들을 위한 행사뿐만 아니라
BIKY 놀이터 등 가족들이 즐길 수 있는 다채로운 행사도 마련되어 있습니다.
올여름, BIKY에서 시원하게 놀아요!

제20회 부산국제어린이청소년영화제
2025.7.8 ~ 2025.7.19",https://www.biky.or.kr/,16
busan_festival,427,"부산바다미술제(한,영,중간,중번,일)",부산 사하구 다대동,일광해수욕장,129.23155,35.258884,https://www.visitbusan.net/uploadImgs/files/cntnts/20231024143140221_ttiel,,,,051-503-6111,"부산 바다에 미술이 스며 이룬 예술, 세계적으로 보기 드문 해양 미술제로 꼽히는 부산바다미술제는 홀수 해에 근 한 달여간 우리 곁을 찾아옵니다. 
해양 생태와 창의적으로 연결되는 방법과 무분별한 해양 개발과 채굴에 대한 고찰, 인간과 자연, 바다가 공존을 모색하는 장, 대안적 해양 경제로 가는 미래 비전 등을 아우르는 부산바다미술제.  
매번 다른 주제와 콘셉트로 생각할 거리를 제안하는 부산바다미술제의 변치 않는 테마는 ‘바다의 귀함을 제대로 알자’일 텐데요.  
  
바다의 아름다움과 해안의 유약함을 동시에 품은 부산바다미술제. 우리와 바다의 관계를 친밀하고도 긴밀하게 엮는 창의적인 과정에 동참하길 원한다면 바다와 경이로운 미술의 총체인 부산바다미술제에 꼭 발걸음해보길 권합니다.",https://www.saf2023.org/,3
